number,mode,landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y,landmark_6_x,landmark_6_y,landmark_7_x,landmark_7_y,landmark_8_x,landmark_8_y,landmark_9_x,landmark_9_y,landmark_10_x,landmark_10_y,landmark_11_x,landmark_11_y,landmark_12_x,landmark_12_y,landmark_13_x,landmark_13_y,landmark_14_x,landmark_14_y,landmark_15_x,landmark_15_y,landmark_16_x,landmark_16_y,landmark_17_x,landmark_17_y,landmark_18_x,landmark_18_y,landmark_19_x,landmark_19_y,landmark_20_x,landmark_20_y,point_history_0_x,point_history_0_y,point_history_1_x,point_history_1_y,point_history_2_x,point_history_2_y,point_history_3_x,point_history_3_y,point_history_4_x,point_history_4_y,point_history_5_x,point_history_5_y,point_history_6_x,point_history_6_y,point_history_7_x,point_history_7_y,point_history_8_x,point_history_8_y,point_history_9_x,point_history_9_y,point_history_10_x,point_history_10_y,point_history_11_x,point_history_11_y,point_history_12_x,point_history_12_y,point_history_13_x,point_history_13_y,point_history_14_x,point_history_14_y,point_history_15_x,point_history_15_y
4,0,0.0,0.0,0.013100436681222707,-0.3056768558951965,0.13100436681222707,-0.5327510917030568,0.31877729257641924,-0.6419213973799127,0.48034934497816595,-0.6637554585152838,0.14847161572052403,-0.6681222707423581,0.48034934497816595,-0.8384279475982532,0.6026200873362445,-0.7903930131004366,0.6462882096069869,-0.7379912663755459,0.2576419213973799,-0.5414847161572053,0.5764192139737991,-0.8078602620087336,0.7554585152838428,-0.9213973799126638,0.8820960698689956,-1.0,0.37554585152838427,-0.38427947598253276,0.6986899563318777,-0.6026200873362445,0.6943231441048034,-0.5458515283842795,0.611353711790393,-0.48034934497816595,0.48034934497816595,-0.20087336244541484,0.7554585152838428,-0.4104803493449782,0.7947598253275109,-0.462882096069869,0.7729257641921398,-0.49344978165938863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.008620689655172414,-0.2974137931034483,0.12931034482758622,-0.5258620689655172,0.3146551724137931,-0.6293103448275862,0.47413793103448276,-0.646551724137931,0.14655172413793102,-0.6637931034482759,0.47844827586206895,-0.8318965517241379,0.603448275862069,-0.7974137931034483,0.6551724137931034,-0.75,0.2543103448275862,-0.5344827586206896,0.5689655172413793,-0.8017241379310345,0.75,-0.9181034482758621,0.875,-1.0,0.36637931034482757,-0.375,0.6896551724137931,-0.5991379310344828,0.6853448275862069,-0.5474137931034483,0.6077586206896551,-0.47844827586206895,0.4698275862068966,-0.1939655172413793,0.7456896551724138,-0.4051724137931034,0.7887931034482759,-0.46551724137931033,0.771551724137931,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.004310344827586207,-0.29310344827586204,0.125,-0.5172413793103449,0.3103448275862069,-0.6206896551724138,0.4698275862068966,-0.6422413793103449,0.13793103448275862,-0.6551724137931034,0.47844827586206895,-0.8318965517241379,0.6206896551724138,-0.8103448275862069,0.6939655172413793,-0.7758620689655172,0.24568965517241378,-0.521551724137931,0.5603448275862069,-0.7974137931034483,0.7456896551724138,-0.9181034482758621,0.875,-1.0,0.3577586206896552,-0.3620689655172414,0.6810344827586207,-0.5905172413793104,0.6896551724137931,-0.5560344827586207,0.6206896551724138,-0.5,0.46120689655172414,-0.1853448275862069,0.7413793103448276,-0.3922413793103448,0.7844827586206896,-0.46551724137931033,0.7672413793103449,-0.5086206896551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.004347826086956522,-0.29130434782608694,0.11739130434782609,-0.5173913043478261,0.30434782608695654,-0.6217391304347826,0.46956521739130436,-0.6347826086956522,0.13043478260869565,-0.6521739130434783,0.46956521739130436,-0.8347826086956521,0.6130434782608696,-0.8130434782608695,0.6869565217391305,-0.7782608695652173,0.2391304347826087,-0.5217391304347826,0.5565217391304348,-0.8,0.7434782608695653,-0.9173913043478261,0.8739130434782608,-1.0,0.3565217391304348,-0.3565217391304348,0.6782608695652174,-0.591304347826087,0.6826086956521739,-0.5434782608695652,0.6130434782608696,-0.4826086956521739,0.4608695652173913,-0.1782608695652174,0.7391304347826086,-0.3869565217391304,0.7782608695652173,-0.45217391304347826,0.7608695652173914,-0.49130434782608695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.004310344827586207,-0.28879310344827586,0.1206896551724138,-0.5172413793103449,0.3103448275862069,-0.6206896551724138,0.47413793103448276,-0.6422413793103449,0.13793103448275862,-0.6508620689655172,0.47413793103448276,-0.8275862068965517,0.6120689655172413,-0.8103448275862069,0.6810344827586207,-0.7801724137931034,0.2413793103448276,-0.5172413793103449,0.5603448275862069,-0.7887931034482759,0.7456896551724138,-0.9137931034482759,0.875,-1.0,0.3577586206896552,-0.35344827586206895,0.6853448275862069,-0.5818965517241379,0.6982758620689655,-0.5560344827586207,0.6336206896551724,-0.5043103448275862,0.46120689655172414,-0.17672413793103448,0.7370689655172413,-0.38362068965517243,0.7844827586206896,-0.45689655172413796,0.7672413793103449,-0.5043103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.004149377593360996,-0.27800829875518673,0.12033195020746888,-0.4979253112033195,0.3029045643153527,-0.6058091286307054,0.4605809128630705,-0.6390041493775933,0.12863070539419086,-0.6348547717842323,0.4605809128630705,-0.8091286307053942,0.5933609958506224,-0.7800829875518672,0.6597510373443983,-0.7468879668049793,0.23236514522821577,-0.5020746887966805,0.5435684647302904,-0.7800829875518672,0.7219917012448133,-0.9087136929460581,0.8547717842323651,-1.0,0.34439834024896265,-0.34854771784232363,0.6721991701244814,-0.5726141078838174,0.6639004149377593,-0.5394190871369294,0.5850622406639004,-0.4854771784232365,0.44398340248962653,-0.17427385892116182,0.7261410788381742,-0.38589211618257263,0.7510373443983402,-0.45228215767634855,0.7178423236514523,-0.4854771784232365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.0,-0.2827868852459016,0.11475409836065574,-0.5,0.29508196721311475,-0.5983606557377049,0.44672131147540983,-0.6229508196721312,0.12295081967213115,-0.6352459016393442,0.45491803278688525,-0.8073770491803278,0.5860655737704918,-0.7827868852459017,0.6557377049180327,-0.75,0.22131147540983606,-0.5081967213114754,0.5286885245901639,-0.7827868852459017,0.7131147540983607,-0.9098360655737705,0.8483606557377049,-1.0,0.3319672131147541,-0.3524590163934426,0.6598360655737705,-0.5778688524590164,0.6639344262295082,-0.5409836065573771,0.5901639344262295,-0.48360655737704916,0.4344262295081967,-0.18032786885245902,0.7172131147540983,-0.38934426229508196,0.75,-0.45491803278688525,0.7172131147540983,-0.4918032786885246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.004032258064516129,-0.2782258064516129,0.11693548387096774,-0.4959677419354839,0.29435483870967744,-0.5967741935483871,0.4435483870967742,-0.625,0.12096774193548387,-0.625,0.4435483870967742,-0.8024193548387096,0.5766129032258065,-0.782258064516129,0.6451612903225806,-0.7540322580645161,0.2217741935483871,-0.5040322580645161,0.5241935483870968,-0.7782258064516129,0.7056451612903226,-0.907258064516129,0.8346774193548387,-1.0,0.3346774193548387,-0.3548387096774194,0.657258064516129,-0.5766129032258065,0.6612903225806451,-0.5483870967741935,0.592741935483871,-0.4959677419354839,0.43951612903225806,-0.18548387096774194,0.7137096774193549,-0.3911290322580645,0.7419354838709677,-0.4596774193548387,0.7096774193548387,-0.4959677419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.008130081300813009,-0.2804878048780488,0.11788617886178862,-0.491869918699187,0.2967479674796748,-0.5853658536585366,0.45528455284552843,-0.5975609756097561,0.12195121951219512,-0.6260162601626016,0.44715447154471544,-0.8008130081300813,0.5772357723577236,-0.7764227642276422,0.6422764227642277,-0.7439024390243902,0.22357723577235772,-0.5,0.524390243902439,-0.7764227642276422,0.7073170731707317,-0.9065040650406504,0.8373983739837398,-1.0,0.33739837398373984,-0.34552845528455284,0.6504065040650406,-0.5650406504065041,0.6626016260162602,-0.5447154471544715,0.6016260162601627,-0.5,0.44308943089430897,-0.17479674796747968,0.7073170731707317,-0.3821138211382114,0.7439024390243902,-0.45934959349593496,0.7195121951219512,-0.5040650406504065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.0,-0.2786885245901639,0.10655737704918032,-0.5,0.28688524590163933,-0.5983606557377049,0.44672131147540983,-0.6147540983606558,0.11065573770491803,-0.6311475409836066,0.4426229508196721,-0.8114754098360656,0.5573770491803278,-0.7663934426229508,0.5983606557377049,-0.7213114754098361,0.21721311475409835,-0.5,0.5286885245901639,-0.7786885245901639,0.7090163934426229,-0.9098360655737705,0.8360655737704918,-1.0,0.3319672131147541,-0.3442622950819672,0.6557377049180327,-0.5737704918032787,0.6557377049180327,-0.5368852459016393,0.5778688524590164,-0.47540983606557374,0.4385245901639344,-0.1762295081967213,0.7131147540983607,-0.38934426229508196,0.7459016393442623,-0.45491803278688525,0.7172131147540983,-0.4918032786885246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,-0.004032258064516129,-0.2701612903225806,0.10887096774193548,-0.4879032258064516,0.2903225806451613,-0.5766129032258065,0.4475806451612903,-0.5887096774193549,0.11290322580645161,-0.625,0.43548387096774194,-0.8064516129032258,0.5645161290322581,-0.782258064516129,0.625,-0.7540322580645161,0.21370967741935484,-0.4959677419354839,0.5201612903225806,-0.7782258064516129,0.7016129032258065,-0.9032258064516129,0.8306451612903226,-1.0,0.32661290322580644,-0.3467741935483871,0.6491935483870968,-0.5725806451612904,0.6411290322580645,-0.5282258064516129,0.5645161290322581,-0.4637096774193548,0.4314516129032258,-0.1814516129032258,0.7016129032258065,-0.3951612903225806,0.7298387096774194,-0.45161290322580644,0.7016129032258065,-0.4798387096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,-0.004032258064516129,-0.2701612903225806,0.10483870967741936,-0.49193548387096775,0.28225806451612906,-0.5967741935483871,0.4435483870967742,-0.6169354838709677,0.10483870967741936,-0.6290322580645161,0.4314516129032258,-0.8064516129032258,0.5282258064516129,-0.75,0.5443548387096774,-0.6895161290322581,0.2056451612903226,-0.5040322580645161,0.5201612903225806,-0.7782258064516129,0.6975806451612904,-0.907258064516129,0.8225806451612904,-1.0,0.3185483870967742,-0.3548387096774194,0.6451612903225806,-0.5766129032258065,0.6330645161290323,-0.5282258064516129,0.5524193548387096,-0.4637096774193548,0.42338709677419356,-0.18548387096774194,0.7016129032258065,-0.39919354838709675,0.7217741935483871,-0.45161290322580644,0.6895161290322581,-0.47580645161290325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.004016064257028112,-0.28112449799196787,0.11244979919678715,-0.4939759036144578,0.285140562248996,-0.5783132530120482,0.4457831325301205,-0.5863453815261044,0.11244979919678715,-0.6305220883534136,0.43373493975903615,-0.8072289156626506,0.5301204819277109,-0.7550200803212851,0.5461847389558233,-0.6987951807228916,0.21686746987951808,-0.5100401606425703,0.5261044176706827,-0.7831325301204819,0.6987951807228916,-0.9076305220883534,0.8232931726907631,-1.0,0.3293172690763052,-0.3614457831325301,0.6506024096385542,-0.5783132530120482,0.6465863453815262,-0.5381526104417671,0.5662650602409639,-0.4779116465863454,0.43373493975903615,-0.1927710843373494,0.7028112449799196,-0.40160642570281124,0.7269076305220884,-0.4538152610441767,0.6907630522088354,-0.4779116465863454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,-0.004048582995951417,-0.2793522267206478,0.10526315789473684,-0.4979757085020243,0.27530364372469635,-0.5951417004048583,0.4331983805668016,-0.611336032388664,0.10931174089068826,-0.631578947368421,0.4331983805668016,-0.8137651821862348,0.5425101214574899,-0.7692307692307693,0.5789473684210527,-0.7246963562753036,0.21052631578947367,-0.5060728744939271,0.5222672064777328,-0.7854251012145749,0.7004048582995951,-0.9109311740890689,0.8259109311740891,-1.0,0.31983805668016196,-0.3562753036437247,0.6518218623481782,-0.5870445344129555,0.6477732793522267,-0.5384615384615384,0.5668016194331984,-0.46963562753036436,0.4251012145748988,-0.1862348178137652,0.7004048582995951,-0.4008097165991903,0.7246963562753036,-0.4534412955465587,0.6882591093117408,-0.4817813765182186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.0,-0.2782258064516129,0.10887096774193548,-0.5,0.28225806451612906,-0.6008064516129032,0.43951612903225806,-0.6330645161290323,0.10887096774193548,-0.625,0.4274193548387097,-0.8104838709677419,0.5282258064516129,-0.7620967741935484,0.5564516129032258,-0.7096774193548387,0.20967741935483872,-0.5040322580645161,0.5161290322580645,-0.7782258064516129,0.6935483870967742,-0.907258064516129,0.8225806451612904,-1.0,0.3185483870967742,-0.3548387096774194,0.6532258064516129,-0.5846774193548387,0.6532258064516129,-0.5362903225806451,0.5766129032258065,-0.4717741935483871,0.42338709677419356,-0.18548387096774194,0.7016129032258065,-0.3951612903225806,0.7298387096774194,-0.4596774193548387,0.6975806451612904,-0.49193548387096775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,-0.004048582995951417,-0.27530364372469635,0.10526315789473684,-0.4939271255060729,0.2793522267206478,-0.5910931174089069,0.43724696356275305,-0.6072874493927125,0.10526315789473684,-0.6356275303643725,0.4291497975708502,-0.8137651821862348,0.5506072874493927,-0.7732793522267206,0.5991902834008097,-0.7327935222672065,0.20242914979757085,-0.5101214574898786,0.5101214574898786,-0.7854251012145749,0.6923076923076923,-0.9109311740890689,0.8218623481781376,-1.0,0.3117408906882591,-0.3603238866396761,0.6437246963562753,-0.5789473684210527,0.6518218623481782,-0.5384615384615384,0.582995951417004,-0.4817813765182186,0.41700404858299595,-0.1902834008097166,0.6923076923076923,-0.3967611336032389,0.728744939271255,-0.46153846153846156,0.7044534412955465,-0.4979757085020243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,-0.008,-0.268,0.1,-0.488,0.272,-0.58,0.432,-0.596,0.096,-0.624,0.42,-0.812,0.54,-0.776,0.584,-0.74,0.188,-0.496,0.504,-0.776,0.688,-0.908,0.816,-1.0,0.3,-0.344,0.632,-0.572,0.644,-0.544,0.572,-0.496,0.404,-0.18,0.68,-0.392,0.716,-0.46,0.688,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,-0.008,-0.268,0.096,-0.488,0.276,-0.588,0.44,-0.612,0.088,-0.624,0.42,-0.812,0.572,-0.812,0.66,-0.804,0.168,-0.492,0.484,-0.772,0.684,-0.908,0.828,-1.0,0.272,-0.332,0.624,-0.572,0.648,-0.544,0.584,-0.492,0.384,-0.168,0.672,-0.388,0.716,-0.46,0.692,-0.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.004081632653061225,-0.27755102040816326,0.11428571428571428,-0.49795918367346936,0.3020408163265306,-0.5959183673469388,0.4775510204081633,-0.6163265306122448,0.09795918367346938,-0.636734693877551,0.4326530612244898,-0.8285714285714286,0.6204081632653061,-0.8693877551020408,0.7428571428571429,-0.8816326530612245,0.15918367346938775,-0.49387755102040815,0.4897959183673469,-0.7795918367346939,0.7020408163265306,-0.9142857142857143,0.8489795918367347,-1.0,0.2612244897959184,-0.32653061224489793,0.6204081632653061,-0.5673469387755102,0.7020408163265306,-0.5714285714285714,0.6816326530612244,-0.5469387755102041,0.37551020408163266,-0.15918367346938775,0.6571428571428571,-0.35918367346938773,0.7387755102040816,-0.4530612244897959,0.7510204081632653,-0.5183673469387755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
